shift_id,year,month,date,day_of_week,staff_id,staff_name,start_time,end_time,break_minutes,actual_hours,role,hourly_rate,daily_wage,status,modified_flag,modified_by,notes
SH202411092,2024,11,13,W,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411093,2024,11,13,W,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411094,2024,11,13,W,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411095,2024,11,13,W,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411096,2024,11,13,W,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411097,2024,11,13,W,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411098,2024,11,13,W,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411099,2024,11,13,W,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411100,2024,11,14,T,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411101,2024,11,14,T,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411102,2024,11,14,T,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411103,2024,11,14,T,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411104,2024,11,14,T,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411105,2024,11,14,T,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411106,2024,11,14,T,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411107,2024,11,14,T,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411108,2024,11,14,T,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411109,2024,11,15,F,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411110,2024,11,15,F,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411111,2024,11,15,F,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411112,2024,11,15,F,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411113,2024,11,15,F,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411114,2024,11,15,F,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411115,2024,11,15,F,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411116,2024,11,15,F,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411117,2024,11,15,F,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411118,2024,11,16,S,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411119,2024,11,16,S,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411120,2024,11,16,S,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411121,2024,11,16,S,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411122,2024,11,16,S,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411123,2024,11,16,S,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411124,2024,11,16,S,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411125,2024,11,16,S,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411126,2024,11,16,S,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411127,2024,11,18,M,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411128,2024,11,18,M,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411129,2024,11,18,M,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411130,2024,11,18,M,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411131,2024,11,18,M,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411132,2024,11,18,M,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411133,2024,11,18,M,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411134,2024,11,18,M,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411135,2024,11,18,M,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411136,2024,11,19,T,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411137,2024,11,19,T,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411138,2024,11,19,T,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411139,2024,11,19,T,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411140,2024,11,19,T,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411141,2024,11,19,T,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411142,2024,11,19,T,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411143,2024,11,19,T,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411144,2024,11,19,T,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411145,2024,11,20,W,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411146,2024,11,20,W,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411147,2024,11,20,W,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411148,2024,11,20,W,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411149,2024,11,20,W,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411150,2024,11,20,W,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411151,2024,11,20,W,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411152,2024,11,20,W,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411153,2024,11,20,W,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411154,2024,11,21,T,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411155,2024,11,21,T,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411156,2024,11,21,T,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411157,2024,11,21,T,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411158,2024,11,21,T,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411159,2024,11,21,T,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411160,2024,11,21,T,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411161,2024,11,21,T,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411162,2024,11,21,T,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411163,2024,11,22,F,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411164,2024,11,22,F,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411165,2024,11,22,F,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411166,2024,11,22,F,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411167,2024,11,22,F,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411168,2024,11,22,F,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411169,2024,11,22,F,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411170,2024,11,22,F,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411171,2024,11,22,F,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411172,2024,11,23,S,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411173,2024,11,23,S,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411174,2024,11,23,S,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411175,2024,11,23,S,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411176,2024,11,23,S,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411177,2024,11,23,S,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411178,2024,11,23,S,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411179,2024,11,23,S,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411180,2024,11,23,S,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411181,2024,11,25,M,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411182,2024,11,25,M,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411183,2024,11,25,M,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411184,2024,11,25,M,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411185,2024,11,25,M,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411186,2024,11,25,M,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411187,2024,11,25,M,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411188,2024,11,25,M,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411189,2024,11,25,M,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411190,2024,11,26,T,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411191,2024,11,26,T,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411192,2024,11,26,T,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411193,2024,11,26,T,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411194,2024,11,26,T,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411195,2024,11,26,T,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411196,2024,11,26,T,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411197,2024,11,26,T,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411198,2024,11,26,T,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411199,2024,11,27,W,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411200,2024,11,27,W,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411201,2024,11,27,W,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411202,2024,11,27,W,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411203,2024,11,27,W,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411204,2024,11,27,W,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411205,2024,11,27,W,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411206,2024,11,27,W,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411207,2024,11,27,W,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411208,2024,11,28,T,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411209,2024,11,28,T,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411210,2024,11,28,T,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411211,2024,11,28,T,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411212,2024,11,28,T,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411213,2024,11,28,T,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411214,2024,11,28,T,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411215,2024,11,28,T,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411216,2024,11,28,T,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411217,2024,11,29,F,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411218,2024,11,29,F,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411219,2024,11,29,F,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411220,2024,11,29,F,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411221,2024,11,29,F,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411222,2024,11,29,F,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411223,2024,11,29,F,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411224,2024,11,29,F,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411225,2024,11,29,F,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411226,2024,11,30,S,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500.0,completed,False,,
SH202411227,2024,11,30,S,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100.0,completed,False,,
SH202411228,2024,11,30,S,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700.0,completed,False,,
SH202411229,2024,11,30,S,4,山田美咲,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411230,2024,11,30,S,5,高橋健太,09:00,17:00,60,7.0,アルバイト,1000,7000.0,completed,False,,
SH202411231,2024,11,30,S,6,伊藤さくら,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
SH202411232,2024,11,30,S,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400.0,completed,False,,
SH202411233,2024,11,30,S,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800.0,completed,False,,
SH202411234,2024,11,30,S,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700.0,completed,False,,
