shift_id,year,month,date,day_of_week,staff_id,staff_name,start_time,end_time,break_minutes,actual_hours,role,hourly_rate,daily_wage,status,modified_flag,modified_by,notes
SH20241107037,2024,11,7,Thursday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241107038,2024,11,7,Thursday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241107039,2024,11,7,Thursday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241107040,2024,11,7,Thursday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241108041,2024,11,8,Friday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241108042,2024,11,8,Friday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241108043,2024,11,8,Friday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241108044,2024,11,8,Friday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241108045,2024,11,8,Friday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241108046,2024,11,8,Friday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241108047,2024,11,8,Friday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241108048,2024,11,8,Friday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241111049,2024,11,11,Monday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241111050,2024,11,11,Monday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241111051,2024,11,11,Monday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241111052,2024,11,11,Monday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241111053,2024,11,11,Monday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241111054,2024,11,11,Monday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241111055,2024,11,11,Monday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241111056,2024,11,11,Monday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241112057,2024,11,12,Tuesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241112058,2024,11,12,Tuesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241112059,2024,11,12,Tuesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241112060,2024,11,12,Tuesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241112061,2024,11,12,Tuesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241112062,2024,11,12,Tuesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241112063,2024,11,12,Tuesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241112064,2024,11,12,Tuesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241113065,2024,11,13,Wednesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241113066,2024,11,13,Wednesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241113067,2024,11,13,Wednesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241113068,2024,11,13,Wednesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241113069,2024,11,13,Wednesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241113070,2024,11,13,Wednesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241113071,2024,11,13,Wednesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241113072,2024,11,13,Wednesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241114073,2024,11,14,Thursday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241114074,2024,11,14,Thursday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241114075,2024,11,14,Thursday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241114076,2024,11,14,Thursday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241114077,2024,11,14,Thursday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241114078,2024,11,14,Thursday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241114079,2024,11,14,Thursday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241114080,2024,11,14,Thursday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241115081,2024,11,15,Friday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241115082,2024,11,15,Friday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241115083,2024,11,15,Friday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241115084,2024,11,15,Friday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241115085,2024,11,15,Friday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241115086,2024,11,15,Friday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241115087,2024,11,15,Friday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241115088,2024,11,15,Friday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241118089,2024,11,18,Monday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241118090,2024,11,18,Monday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241118091,2024,11,18,Monday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241118092,2024,11,18,Monday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241118093,2024,11,18,Monday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241118094,2024,11,18,Monday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241118095,2024,11,18,Monday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241118096,2024,11,18,Monday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241119097,2024,11,19,Tuesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241119098,2024,11,19,Tuesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241119099,2024,11,19,Tuesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241119100,2024,11,19,Tuesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241119101,2024,11,19,Tuesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241119102,2024,11,19,Tuesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241119103,2024,11,19,Tuesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241119104,2024,11,19,Tuesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241120105,2024,11,20,Wednesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241120106,2024,11,20,Wednesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241120107,2024,11,20,Wednesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241120108,2024,11,20,Wednesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241120109,2024,11,20,Wednesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241120110,2024,11,20,Wednesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241120111,2024,11,20,Wednesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241120112,2024,11,20,Wednesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241121113,2024,11,21,Thursday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241121114,2024,11,21,Thursday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241121115,2024,11,21,Thursday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241121116,2024,11,21,Thursday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241121117,2024,11,21,Thursday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241121118,2024,11,21,Thursday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241121119,2024,11,21,Thursday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241121120,2024,11,21,Thursday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241122121,2024,11,22,Friday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241122122,2024,11,22,Friday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241122123,2024,11,22,Friday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241122124,2024,11,22,Friday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241122125,2024,11,22,Friday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241122126,2024,11,22,Friday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241122127,2024,11,22,Friday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241122128,2024,11,22,Friday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241125129,2024,11,25,Monday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241125130,2024,11,25,Monday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241125131,2024,11,25,Monday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241125132,2024,11,25,Monday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241125133,2024,11,25,Monday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241125134,2024,11,25,Monday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241125135,2024,11,25,Monday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241125136,2024,11,25,Monday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241126137,2024,11,26,Tuesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241126138,2024,11,26,Tuesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241126139,2024,11,26,Tuesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241126140,2024,11,26,Tuesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241126141,2024,11,26,Tuesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241126142,2024,11,26,Tuesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241126143,2024,11,26,Tuesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241126144,2024,11,26,Tuesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241127145,2024,11,27,Wednesday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241127146,2024,11,27,Wednesday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241127147,2024,11,27,Wednesday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241127148,2024,11,27,Wednesday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241127149,2024,11,27,Wednesday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241127150,2024,11,27,Wednesday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241127151,2024,11,27,Wednesday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241127152,2024,11,27,Wednesday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241128153,2024,11,28,Thursday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241128154,2024,11,28,Thursday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241128155,2024,11,28,Thursday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241128156,2024,11,28,Thursday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241128157,2024,11,28,Thursday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241128158,2024,11,28,Thursday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241128159,2024,11,28,Thursday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241128160,2024,11,28,Thursday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
SH20241129161,2024,11,29,Friday,1,田中太郎,09:00,21:00,60,11.0,スタッフ,1500,16500.0,planned,False,,
SH20241129162,2024,11,29,Friday,2,佐藤花子,09:00,21:00,60,11.0,スタッフ,1300,14300.0,planned,False,,
SH20241129163,2024,11,29,Friday,3,鈴木次郎,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241129164,2024,11,29,Friday,4,山田美咲,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241129165,2024,11,29,Friday,5,高橋健太,09:00,21:00,60,11.0,スタッフ,1000,11000.0,planned,False,,
SH20241129166,2024,11,29,Friday,6,伊藤さくら,09:00,21:00,60,11.0,スタッフ,1100,12100.0,planned,False,,
SH20241129167,2024,11,29,Friday,7,渡辺翔,09:00,21:00,60,11.0,スタッフ,950,10450.0,planned,False,,
SH20241129168,2024,11,29,Friday,8,中村陽子,09:00,21:00,60,11.0,スタッフ,1200,13200.0,planned,False,,
