shift_id,year,month,date,day_of_week,staff_id,staff_name,start_time,end_time,break_minutes,actual_hours,role,hourly_rate,daily_wage,status,modified_flag,modified_by,notes
SH20231105021,2023,11,5,日,7,渡辺翔,12:00,18:00,0,6.0,アルバイト,950,5700,completed,FALSE,,高校生・22時まで
SH20231106022,2023,11,6,月,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231106023,2023,11,6,月,8,中村陽子,13:00,21:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231106024,2023,11,6,月,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231106025,2023,11,6,月,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231107026,2023,11,7,火,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231107027,2023,11,7,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231107028,2023,11,7,火,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231108029,2023,11,8,水,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231108030,2023,11,8,水,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231108031,2023,11,8,水,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231108032,2023,11,8,水,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231109033,2023,11,9,木,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231109034,2023,11,9,木,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231109035,2023,11,9,木,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231109036,2023,11,9,木,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231110037,2023,11,10,金,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231110038,2023,11,10,金,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231110039,2023,11,10,金,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231111040,2023,11,11,土,2,佐藤花子,09:00,18:00,60,8.0,リーダー,1300,10400,completed,FALSE,,
SH20231111041,2023,11,11,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231111042,2023,11,11,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231111043,2023,11,11,土,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231111044,2023,11,11,土,7,渡辺翔,12:00,18:00,0,6.0,アルバイト,950,5700,completed,FALSE,,高校生・22時まで
SH20231112045,2023,11,12,日,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231112046,2023,11,12,日,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231112047,2023,11,12,日,8,中村陽子,11:00,19:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231112048,2023,11,12,日,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231112049,2023,11,12,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231113050,2023,11,13,月,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231113051,2023,11,13,月,4,山田美咲,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231113052,2023,11,13,月,8,中村陽子,10:00,18:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231113053,2023,11,13,月,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231114054,2023,11,14,火,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231114055,2023,11,14,火,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231114056,2023,11,14,火,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231115057,2023,11,15,水,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231115058,2023,11,15,水,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231115059,2023,11,15,水,3,鈴木次郎,11:00,19:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231115060,2023,11,15,水,5,高橋健太,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231116061,2023,11,16,木,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231116062,2023,11,16,木,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231116063,2023,11,16,木,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231116064,2023,11,16,木,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231117065,2023,11,17,金,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231117066,2023,11,17,金,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231117067,2023,11,17,金,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231118068,2023,11,18,土,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231118069,2023,11,18,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231118070,2023,11,18,土,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231118071,2023,11,18,土,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,TRUE,店長,代替出勤
SH20231118072,2023,11,18,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231119073,2023,11,19,日,2,佐藤花子,09:00,18:00,60,8.0,リーダー,1300,10400,completed,FALSE,,
SH20231119074,2023,11,19,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231119075,2023,11,19,日,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,TRUE,店長,体調不良対応
SH20231119076,2023,11,19,日,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231120077,2023,11,20,月,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231120078,2023,11,20,月,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231120079,2023,11,20,月,8,中村陽子,13:00,21:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231121080,2023,11,21,火,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231121081,2023,11,21,火,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231121082,2023,11,21,火,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231122083,2023,11,22,水,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231122084,2023,11,22,水,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231122085,2023,11,22,水,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231123086,2023,11,23,木,2,佐藤花子,09:00,18:00,60,8.0,リーダー,1300,10400,completed,FALSE,,勤労感謝の日
SH20231123087,2023,11,23,木,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,勤労感謝の日
SH20231123088,2023,11,23,木,5,高橋健太,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,勤労感謝の日
SH20231123089,2023,11,23,木,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,勤労感謝の日
SH20231123090,2023,11,23,木,8,中村陽子,13:00,21:00,60,7.0,パート,1200,8400,completed,FALSE,,勤労感謝の日
SH20231124091,2023,11,24,金,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231124092,2023,11,24,金,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231124093,2023,11,24,金,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231124094,2023,11,24,金,5,高橋健太,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231125095,2023,11,25,土,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231125096,2023,11,25,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231125097,2023,11,25,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231125098,2023,11,25,土,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,TRUE,店長,代替出勤
SH20231125099,2023,11,25,土,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231126100,2023,11,26,日,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231126101,2023,11,26,日,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231126102,2023,11,26,日,7,渡辺翔,12:00,18:00,0,6.0,アルバイト,950,5700,completed,FALSE,,高校生・22時まで
SH20231126103,2023,11,26,日,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231127104,2023,11,27,月,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231127105,2023,11,27,月,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231127106,2023,11,27,月,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231128107,2023,11,28,火,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231128108,2023,11,28,火,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231128109,2023,11,28,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231129110,2023,11,29,水,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231129111,2023,11,29,水,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231129112,2023,11,29,水,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231130113,2023,11,30,木,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231130114,2023,11,30,木,3,鈴木次郎,11:00,19:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231130115,2023,11,30,木,8,中村陽子,10:00,18:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231130116,2023,11,30,木,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231201001,2023,12,1,金,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231201002,2023,12,1,金,8,中村陽子,11:00,19:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231201003,2023,12,1,金,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231201004,2023,12,1,金,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231202005,2023,12,2,土,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231202006,2023,12,2,土,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231202007,2023,12,2,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231202008,2023,12,2,土,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231202009,2023,12,2,土,8,中村陽子,10:00,18:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231203010,2023,12,3,日,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231203011,2023,12,3,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231203012,2023,12,3,日,3,鈴木次郎,11:00,19:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231203013,2023,12,3,日,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231204014,2023,12,4,月,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231204015,2023,12,4,月,4,山田美咲,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231204016,2023,12,4,月,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231204017,2023,12,4,月,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231205018,2023,12,5,火,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231205019,2023,12,5,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231205020,2023,12,5,火,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231205021,2023,12,5,火,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231206022,2023,12,6,水,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,TRUE,店長,時間変更
SH20231206023,2023,12,6,水,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231206024,2023,12,6,水,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231207025,2023,12,7,木,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,TRUE,店長,時間変更
SH20231207026,2023,12,7,木,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231207027,2023,12,7,木,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231207028,2023,12,7,木,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700,completed,TRUE,店長,代替出勤
SH20231208029,2023,12,8,金,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231208030,2023,12,8,金,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231208031,2023,12,8,金,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231208032,2023,12,8,金,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231209033,2023,12,9,土,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231209034,2023,12,9,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231209035,2023,12,9,土,8,中村陽子,10:00,18:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231209036,2023,12,9,土,10,加藤真由美,13:00,21:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231209037,2023,12,9,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231210038,2023,12,10,日,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231210039,2023,12,10,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231210040,2023,12,10,日,10,加藤真由美,10:00,18:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231210041,2023,12,10,日,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231210042,2023,12,10,日,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231211043,2023,12,11,月,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231211044,2023,12,11,月,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231211045,2023,12,11,月,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231212046,2023,12,12,火,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231212047,2023,12,12,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231212048,2023,12,12,火,10,加藤真由美,10:00,18:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231213049,2023,12,13,水,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231213050,2023,12,13,水,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231213051,2023,12,13,水,5,高橋健太,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,TRUE,店長,代替出勤
SH20231214052,2023,12,14,木,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231214053,2023,12,14,木,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231214054,2023,12,14,木,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231214055,2023,12,14,木,10,加藤真由美,10:00,18:00,60,7.0,パート,1100,7700,completed,TRUE,店長,急遽追加
SH20231215056,2023,12,15,金,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231215057,2023,12,15,金,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231215058,2023,12,15,金,8,中村陽子,11:00,19:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231216059,2023,12,16,土,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231216060,2023,12,16,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231216061,2023,12,16,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231216062,2023,12,16,土,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231217063,2023,12,17,日,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231217064,2023,12,17,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231217065,2023,12,17,日,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231217066,2023,12,17,日,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231217067,2023,12,17,日,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231218068,2023,12,18,月,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231218069,2023,12,18,月,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231218070,2023,12,18,月,4,山田美咲,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231219071,2023,12,19,火,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231219072,2023,12,19,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231219073,2023,12,19,火,4,山田美咲,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231220074,2023,12,20,水,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231220075,2023,12,20,水,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231220076,2023,12,20,水,8,中村陽子,11:00,19:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231221077,2023,12,21,木,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231221078,2023,12,21,木,3,鈴木次郎,09:00,17:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231221079,2023,12,21,木,8,中村陽子,13:00,21:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231221080,2023,12,21,木,10,加藤真由美,09:00,17:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231222081,2023,12,22,金,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231222082,2023,12,22,金,5,高橋健太,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231222083,2023,12,22,金,4,山田美咲,13:00,21:00,60,7.0,アルバイト,1000,7000,completed,FALSE,,
SH20231223084,2023,12,23,土,2,佐藤花子,09:00,18:00,60,8.0,リーダー,1300,10400,completed,FALSE,,天皇誕生日
SH20231223085,2023,12,23,土,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,天皇誕生日
SH20231223086,2023,12,23,土,5,高橋健太,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,天皇誕生日
SH20231223087,2023,12,23,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,天皇誕生日
SH20231223088,2023,12,23,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,天皇誕生日
SH20231224089,2023,12,24,日,1,田中太郎,09:00,18:00,60,8.0,リーダー,1500,12000,completed,FALSE,,
SH20231224090,2023,12,24,日,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
SH20231224091,2023,12,24,日,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231224092,2023,12,24,日,7,渡辺翔,12:00,18:00,0,6.0,アルバイト,950,5700,completed,FALSE,,高校生・22時まで
SH20231224093,2023,12,24,日,8,中村陽子,11:00,19:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231225094,2023,12,25,月,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231225095,2023,12,25,月,5,高橋健太,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231225096,2023,12,25,月,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,TRUE,店長,体調不良対応
SH20231225097,2023,12,25,月,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231226098,2023,12,26,火,2,佐藤花子,09:00,17:00,60,7.0,リーダー,1300,9100,completed,FALSE,,
SH20231226099,2023,12,26,火,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231226100,2023,12,26,火,8,中村陽子,09:00,17:00,60,7.0,パート,1200,8400,completed,FALSE,,
SH20231226101,2023,12,26,火,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231227102,2023,12,27,水,9,小林大輔,09:00,17:00,60,7.0,正社員,1400,9800,completed,FALSE,,
SH20231227103,2023,12,27,水,6,伊藤さくら,10:00,15:00,0,5.0,パート,1100,5500,completed,FALSE,,
SH20231227104,2023,12,27,水,10,加藤真由美,10:00,18:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231227105,2023,12,27,水,3,鈴木次郎,13:00,21:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231228106,2023,12,28,木,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231228107,2023,12,28,木,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231228108,2023,12,28,木,4,山田美咲,17:00,22:00,0,5.0,アルバイト,1000,5000,completed,FALSE,,
SH20231229109,2023,12,29,金,1,田中太郎,09:00,17:00,60,7.0,リーダー,1500,10500,completed,FALSE,,
SH20231229110,2023,12,29,金,10,加藤真由美,11:00,19:00,60,7.0,パート,1100,7700,completed,FALSE,,
SH20231229111,2023,12,29,金,3,鈴木次郎,10:00,18:00,60,7.0,スタッフ,1100,7700,completed,FALSE,,
SH20231230112,2023,12,30,土,9,小林大輔,09:00,18:00,60,8.0,正社員,1400,11200,completed,FALSE,,
SH20231230113,2023,12,30,土,4,山田美咲,11:00,20:00,60,8.0,アルバイト,1000,8000,completed,FALSE,,
SH20231230114,2023,12,30,土,6,伊藤さくら,10:00,17:00,60,6.0,パート,1100,6600,completed,FALSE,,
